handi,handi,Adj,Adj.masc.sg,3
cochion,coch,Adj,Adj.masc.sg,1
coch,coch,Adj,Adj.masc.sg,9
wiw,gwiw,Adj,Adj.masc.sg,5
ddiddos,diddos,Adj,Adj.masc.sg,1
bras,bras,Adj,Adj.masc.sg,1
hiraethus,hiraethus,Adj,Adj.masc.sg,1
llesg,llesg,Adj,Adj.masc.sg,3
gwan,gwan,Adj,Adj.masc.sg,13
lem,llem,Adj,Adj.fem.sg,3
gwiw,gwiw,Adj,Adj.masc.sg,5
iraidd,iraidd,Adj,Adj.masc.sg,2
ddolefus,dolefus,Adj,Adj.masc.sg,1
glwyfus,clwyfus,Adj,Adj.masc.sg,1
esgeulus,esgeulus,Adj,Adj.masc.sg,1
ofnus,ofnus,Adj,Adj.masc.sg,4
cun,cun,Adj,Adj.masc.sg,1
